review_status,slug,title,published_at,published_date_label,publication,section,rights_status,original_url,embedded_url_candidates,review_note
missing_original_url,folder-2-6cf679d7,ভূস্বর্গ খ্যাত কাশ্মীর(2),2019-09-01,১ সেপ্টেম্বর ২০১৯,সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-1-873061b9,ভূস্বর্গ খ্যাত কাশ্মীর(1),2019-08-25,২৫ আগস্ট ২০১৯,সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-704cf81c,আতঙ্কে আছি,2019-08-18,১৮ আগস্ট ২০১৯,সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-092e3d88,"গুণে নয়, মানে আলাদা",2019-08-04,৪ আগস্ট ২০১৯,সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-95e5548b,প্রিয়া সাহার হ্যান্ডশেক,2019-07-28,২৮ জুলাই ২০১৯,সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-a9148d1a,সরকারের জবাবদিহিতা,2019-07-23,২৩ জুলাই ২০১৯,সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-13a1fd00,ভাগ্যবান প্রেসিডেন্ট এরশাদ,2019-07-21,২১ জুলাই ২০১৯,সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-23327725,‘ধর্ষণের জন্য শয়তান দায়ী’,2019-07-14,১৪ জুলাই ২০১৯,সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-029abadf,ক্ষমার অযোগ্য বর্বরতা,2019-07-07,৭ জুলাই ২০১৯,সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-49a591f2,হালাল নাইট ক্লাব,2019-06-30,৩০ জুন ২০১৯,সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-bfefc507,অভিবাসী ও উদ্বাস্তু,2019-06-23,২৩ জুন ২০১৯,সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-173679cc,শেখ হাসিনা নির্ভরতা,2019-06-16,১৬ জুন ২০১৯,সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-f570dc18,বাড়তি উৎপাদনের বিড়ম্বনা,2019-06-09,৯ জুন ২০১৯,সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-dbd8d281,নরেন্দ্র মোদির জয়,2019-06-02,২ জুন ২০১৯,সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-91e57800,ইমেজ সংকটে ব্যাংক,2019-05-26,২৬ মে ২০১৯,সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-ec438cff,কৌতুক অভিনেতা আনিস ভাই,2019-05-19,১৯ মে ২০১৯,সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-e8a01929,বিপন্ন ভাবমূর্তি নিয়ে বিএনপি,2019-05-12,১২ মে ২০১৯,সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-1b53d9f8,নাটকের নাম ‘আমি’,2019-05-05,৫ মে ২০১৯,সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-33673709,বিধ্বংসী আত্মঘাতী বোমা,2019-04-28,২৮ এপ্রিল ২০১৯,সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-021deba5,ধর্ষকের পক্ষে মিছিল!,2019-04-21,২১ এপ্রিল ২০১৯,সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-6775314f,মাদ্রাসার অধ্যক্ষের কামুকতা,2019-04-14,১৪ এপ্রিল ২০১৯,সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-c4a4b9ed,আগুন আগুন,2019-04-07,৭ এপ্রিল ২০১৯,সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-5154a1c4,একা এক নারী,2019-03-31,৩১ মার্চ ২০১৯,সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-546f38c7,উপাসনালয়ে জঙ্গি-আক্রমণ,2019-03-24,২৪ মার্চ ২০১৯,সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-fd4e872c,চাদরে মোড়া নিরাপত্তা,2019-03-17,১৭ মার্চ ২০১৯,সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-208a5966,জিতল ইমরান খান!,2019-03-10,১০ মার্চ ২০১৯,সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-f028845e,বাংলাদেশ জামায়াতে ইসলাম,2019-03-03,৩ মার্চ ২০১৯,সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-3b4c5fa7,দুর্নীতির মাত্রা বেড়ে গেল,2019-02-03,৩ ফেব্রুয়ারি ২০১৯,সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-f22acdab,‘আমাদের টাঁকশাল’,2019-01-01,২০১৯ (তারিখ অনির্দিষ্ট),সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-2db19c93,নানা সংকটে পাকিস্তান,2019-01-01,২০১৯ (তারিখ অনির্দিষ্ট),সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-3612ca2f,নারী ওয়াজের আকর্ষণীয় উপজীব্য,2019-01-01,২০১৯ (তারিখ অনির্দিষ্ট),সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-c4fa1a01,পরকীয়া শাস্তিযোগ্য অপরাধ নয়,2019-01-01,২০১৯ (তারিখ অনির্দিষ্ট),সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-e298d18d,মজুরিবিহীন সাংবাদিক,2019-01-01,২০১৯ (তারিখ অনির্দিষ্ট),সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-3b1d788a,শরণার্থী শিবিরে অ্যাঞ্জেলিনা জোলি,2019-01-01,২০১৯ (তারিখ অনির্দিষ্ট),সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-0b3264f6,সৌদি মেয়ে রাহাফ,2019-01-01,২০১৯ (তারিখ অনির্দিষ্ট),সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-427755bf,গণতান্ত্রিক নির্বাচন,2018-12-30,৩০ ডিসেম্বর ২০১৮,সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-47f99e49,মাশরাফি ভোট প্রার্থী,2018-12-23,২৩ ডিসেম্বর ২০১৮,সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-b7506c1e,বীরপ্রতীক তারামন বিবি,2018-12-16,১৬ ডিসেম্বর ২০১৮,সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-a37522fe,অরিত্রির আত্মহত্যা,2018-12-09,৯ ডিসেম্বর ২০১৮,সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-d50f535a,কূটনীতি সীমা-পরিসীমা,2018-12-02,২ ডিসেম্বর ২০১৮,সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-d20d8e3e,তাবলিগ জামাতের বিভাজন,2018-12-01,১ ডিসেম্বর ২০১৮,সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-ba50ce26,শৌচাগার সমাচার,2018-11-25,২৫ নভেম্বর ২০১৮,সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-1ce97786,পাকিস্তানের আসিয়া বিবি,2018-11-18,১৮ নভেম্বর ২০১৮,সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-449ac3d0,বহু বিবাহের পক্ষে ওকালতি,2018-11-04,৪ নভেম্বর ২০১৮,সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-a1e13016,‘চরিত্রহীন’,2018-10-28,২৮ অক্টোবর ২০১৮,সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-8ba00892,সৌদিদের হামবড়া ভাব,2018-10-21,২১ অক্টোবর ২০১৮,সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-017f8532,যুদ্ধের অস্ত্র ধর্ষণ,2018-10-14,১৪ অক্টোবর ২০১৮,সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-7ec6d7c3,অভিশপ্ত মেয়ে সন্তান,2018-10-07,৭ অক্টোবর ২০১৮,সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-5bccf51a,বাঁকা কথায় উন্নয়ন মলিন,2018-09-30,৩০ সেপ্টেম্বর ২০১৮,সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-b0e82c96,জসীম উদ্দিনের পদবি লাইব্রেরিয়ান,2018-09-23,২৩ সেপ্টেম্বর ২০১৮,সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-0c584daf,কিশোর মাস্তান,2018-09-16,১৬ সেপ্টেম্বর ২০১৮,সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-e93be2ce,গণপরিবহনে যৌন নির্যাতন,2018-09-09,৯ সেপ্টেম্বর ২০১৮,সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-63407d00,গরুর গুঁতায় মৃত্যু,2018-09-02,২ সেপ্টেম্বর ২০১৮,সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-e093a704,অল্পদর্শী-আবু জাফর শামছুদ্দীন,2018-08-26,২৬ আগস্ট ২০১৮,সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-5b567587,মাদরাসা শিক্ষায় স্বীকৃতি,2018-08-19,১৯ আগস্ট ২০১৮,সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-4104bf08,‘উই ওয়ান্ট জাস্টিস’,2018-08-12,১২ আগস্ট ২০১৮,সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-e0f169fb,বেপরোয়া গাড়িচালক,2018-08-05,৫ আগস্ট ২০১৮,সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-bc038e9e,‘সংবাদ’-এর বয়স ৬৭ বছর,2018-07-29,২৯ জুলাই ২০১৮,সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-48aeb4e6,বাংলাদেশ মাছে স্বয়ংম্ভর,2018-07-22,২২ জুলাই ২০১৮,সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-51a99ca1,গৃহকর্মীরা যৌনদাসী নয়,2018-07-15,১৫ জুলাই ২০১৮,সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-49885711,একজন স্মার্ট কর্মোদ্যোগী মেয়র,2018-07-08,৮ জুলাই ২০১৮,সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-58637aa3,হ্যাকারদের রাজত্ব,2018-07-01,১ জুলাই ২০১৮,সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-868fedf3,সৌদি নারীদের একটি বিজয়,2018-06-24,২৪ জুন ২০১৮,সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-44b4d254,বাংলাদেশের প্রমীলা খেলোয়াড়,2018-06-19,১৯ জুন ২০১৮,সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-a0864eec,মরণনেশা ইয়াবা,2018-06-10,১০ জুন ২০১৮,সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-4645ff8a,মা’দের গর্ভধারণ,2018-06-03,৩ জুন ২০১৮,সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-9b14c83b,পানি বিদ্যুৎ গ্যাস,2018-05-27,২৭ মে ২০১৮,সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-585d6538,স্নাইপার-লক্ষ্যভেদী বন্দুক,2018-05-20,২০ মে ২০১৮,সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-c3d96f92,উন্নয়নশীল দেশ অনুন্নত মানুষ,2018-05-13,১৩ মে ২০১৮,সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-dadb064a,নির্মম নিষ্ঠুরতা,2018-05-06,৬ মে ২০১৮,সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-bfcc8f5b,"প্রবহমান সংস্কৃতি,দ্বিতীয় পর্ব",2018-04-29,২৯ এপ্রিল ২০১৮,সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-892f961f,"প্রবাহমান সংস্কৃতি, প্রথম পর্ব",2018-04-22,২২ এপ্রিল ২০১৮,সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-933dc45a,কোটার মুণ্ডুপাত!,2018-04-16,১৬ এপ্রিল ২০১৮,সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-7fb030a6,কাউকে ছাড় দেয়া হবে না,2018-04-08,৮ এপ্রিল ২০১৮,সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-99dc9dbc,স্বজাতিক চিকিৎসা,2018-04-01,১ এপ্রিল ২০১৮,সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-bc85b777,ভারতে কট্টরপন্থীদের জয়জয়কার,2018-03-25,২৫ মার্চ ২০১৮,সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-80b2f4a9,দায়-মুক্তি সনদ,2018-03-18,১৮ মার্চ ২০১৮,সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-f53e1cf4,মৃত্যুঞ্জয়ী জাফর ইকবাল,2018-03-11,১১ মার্চ ২০১৮,সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-359c7b8d,বিমান আটকে দিল মশা,2018-03-04,৪ মার্চ ২০১৮,সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-ba2c4c73,‘ফেইক নিউজ অ্যাওয়ার্ড’,2018-01-01,২০১৮ (তারিখ অনির্দিষ্ট),সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-f81dd0a0,কমিউনিটি পুলিশিং,2018-01-01,২০১৮ (তারিখ অনির্দিষ্ট),সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-1d9bf9f8,গুলতির জন্য মৃত্যুদন্ড,2018-01-01,২০১৮ (তারিখ অনির্দিষ্ট),সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-99aa0523,ফতোয়াবাজির যূপকাষ্ঠে বলি,2018-01-01,২০১৮ (তারিখ অনির্দিষ্ট),সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-1952239b,বিদ্যুৎ সভ্যতার মাপকাঠি,2018-01-01,২০১৮ (তারিখ অনির্দিষ্ট),সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-7c766e78,মেধার চাকুরী,2018-01-01,২০১৮ (তারিখ অনির্দিষ্ট),সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-da8e6fb8,যে দেশে অমুসলিম ভোটার নয়,2018-01-01,২০১৮ (তারিখ অনির্দিষ্ট),সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-31510864,লাশের জিম্মি নিষিদ্ধ,2018-01-01,২০১৮ (তারিখ অনির্দিষ্ট),সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-af5b86c4,শিরচ্ছেদে জল্লাদের অভাব,2018-01-01,২০১৮ (তারিখ অনির্দিষ্ট),সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-2067ea7e,স্বপ্নদ্রষ্টা আনিসুল হক,2017-12-04,৪ ডিসেম্বর ২০১৭,সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-4d97ff9c,স্বাস্থ্যের বিদেশমুখিন মিছিল,2017-10-16,১৬ অক্টোবর ২০১৭,সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-8471fb2b,স্বাস্থ্য খাতের স্বীকৃতি,2017-10-04,৪ অক্টোবর ২০১৭,সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-a1005d67,শনির কবলে ফেসবুক,2017-09-17,১৭ সেপ্টেম্বর ২০১৭,সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-9202718a,ফেসবুকের শুভদিক,2017-09-10,১০ সেপ্টেম্বর ২০১৭,সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-511d9bba,উদ্বাস্তু রোহিঙ্গা,2017-09-05,৫ সেপ্টেম্বর ২০১৭,সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-2c3ac861,চতুর্থ বিশ্বযুদ্ধের মহড়া!,2017-08-27,২৭ আগস্ট ২০১৭,সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-fbad0831,লোভাতুর দৃষ্টি,2017-08-06,৬ আগস্ট ২০১৭,সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-769c716b,জেরুজালেম ও আল-আকসা মসজিদ,2017-07-29,২৯ জুলাই ২০১৭,সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-edc823a6,দাসানুদাস ও গৃহকর্মী,2017-07-19,১৯ জুলাই ২০১৭,সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-c39c1eb9,বিশ্বায়ন ও ভিসা প্রথা,2017-06-30,৩০ জুন ২০১৭,সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-49e5ae2c,ইস্যুর অভাব নেই,2017-01-01,২০১৭ (তারিখ অনির্দিষ্ট),সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-7ea4cae7,কেষ্ট বেটাই চোর,2017-01-01,২০১৭ (তারিখ অনির্দিষ্ট),সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-2e8b884a,প্রকৃতির প্রতিশোধ,2017-01-01,২০১৭ (তারিখ অনির্দিষ্ট),সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
missing_original_url,folder-article-9b986afb,প্রশ্ন করা মহাপাপ,2017-01-01,২০১৭ (তারিখ অনির্দিষ্ট),সংবাদ,মতামত,full_text_permitted,,,Original publication URL is not present in the archive record; investigate separately.
